50,80, # nrows; ncols; first numeric row is X vector; and the rest is X matrix
-84,66,53,44,64,-24,78,-38,-64,2,-10,61,-51,59,92,29,75,90,28,-55,20,7,98,45,25,12,61,84,-76,-10,67,47,-84,-60,-6,-93,-61,-12,-29,-28,44,-19,67,-73,-16,-37,32,-57,64,88,-69,50,96,15,64,91,63,-85,-51,27,46,-23,-71,26,-48,35,94,-32,87,-74,-90,-61,-78,-9,56,-32,79,26,45,-51
-25,-33,-88,36,86,45,-92,-61,59,11,-60,29,24,-80,50,53,-98,-85,80,78,-19,-32,88,32,-4,-24,66,19,74,-69,3,72,56,-51,-7,55,98,94,60,-62,-52,98,-91,91,-18,37,-64,41,-53,87,-81,-43,-48,51,-88,74,-44,-32,-80,39,-15,88,-1,-50,-44,-34,-64,-49,-60,60,92,33,-100,34,-15,22,11,78,76,34
90,61,17,-15,-23,17,-13,-23,-7,-35,82,-69,45,55,11,-70,-62,-63,-98,91,-85,66,57,57,-7,-73,-74,12,58,-11,99,41,11,-5,-23,-85,92,-75,42,-67,-69,-78,-96,-76,-10,-65,-1,21,-74,89,-35,66,42,-50,-68,-92,46,-3,-29,-3,67,-94,60,55,-83,58,78,-27,79,88,-63,79,-59,-78,38,-54,-92,14,41,-30
62,-60,-34,0,28,21,-8,-56,94,-71,-33,98,37,87,-94,-87,98,58,28,-43,53,3,-13,-26,7,-8,-27,99,8,-90,34,35,82,93,18,-7,24,30,98,-4,-65,98,80,-36,41,-8,-97,59,-13,19,-47,-87,-76,9,-51,35,34,60,51,5,-80,-54,-34,-10,-81,-46,-20,-40,85,-74,-97,-92,90,18,-75,-43,-43,55,-5,-25
41,-64,78,92,-46,-42,-75,2,-86,-43,-25,68,56,0,76,-43,-15,60,87,-3,-51,-7,-62,11,-94,70,19,-66,-58,28,64,56,-91,58,-55,-16,-91,98,-59,-10,63,-73,-31,-34,55,-44,-91,52,32,-10,24,100,83,67,-11,-37,-19,0,-98,-27,-24,-45,19,-10,16,-95,-100,13,-28,-85,51,-80,12,-76,15,37,58,29,30,-21
42,43,-60,33,-38,6,-54,87,-72,0,85,-36,74,39,30,-18,-99,-71,-40,-33,-86,-68,-65,26,47,-67,-1,-98,98,79,13,24,-55,60,-96,34,70,10,-16,-38,94,2,-15,-18,79,10,-3,-23,-44,-65,-39,-46,72,92,65,63,70,-2,1,34,-81,47,-2,76,-58,-52,60,-32,33,-95,-21,20,84,63,-15,-83,-45,-49,54,-72
60,72,-69,70,-52,-83,7,-66,-18,55,-2,-37,98,53,64,61,85,-24,94,36,55,-76,-12,17,-3,-65,36,49,-92,17,-31,64,-14,83,-38,-46,84,-93,58,23,88,-2,11,52,-52,51,-63,-32,51,-66,-80,79,-19,-66,54,30,-21,95,13,-16,41,-93,-93,-16,35,92,82,92,53,50,10,0,21,-5,10,-55,-48,56,-57,74
6,-50,14,75,9,69,-39,-39,57,76,72,-17,49,34,47,78,-78,27,-45,8,44,-90,-71,-78,94,7,-6,-17,-66,-44,-87,-86,-18,4,0,-28,12,56,-69,59,-38,3,31,-21,-25,9,-33,-13,-61,-79,-79,-16,36,-29,67,-31,45,33,18,-64,-16,99,-16,57,94,-72,100,39,39,-13,93,74,57,-7,5,24,1,-79,42,-88
18,-39,54,60,56,3,17,3,11,54,-31,52,73,-95,-46,86,9,-60,46,86,1,-57,23,45,21,23,13,51,27,-76,-15,-93,75,-33,19,-89,-73,-39,34,62,-33,17,7,-93,-70,1,-43,-49,-70,-91,-25,28,27,10,79,28,-75,-7,88,-8,63,-61,-27,14,60,-89,-54,-26,36,73,-48,-37,40,97,-84,-70,-4,1,75,91
21,-89,89,-81,-63,78,96,66,-28,-40,26,50,23,-66,-94,33,83,-1,-5,1,-70,-38,-64,98,84,-11,-68,2,-18,12,-4,34,68,74,88,36,54,-46,-28,8,-100,50,-71,-9,-73,-38,-87,-99,-61,62,34,-99,5,37,57,-17,-19,9,39,53,-50,-20,-74,20,39,99,-58,-27,17,76,-4,63,-68,94,53,-85,-40,78,-11,-55
61,95,88,28,-33,-87,43,50,-70,-100,15,-83,30,27,-92,47,-6,-79,93,76,-32,-53,-62,95,-52,-15,-6,-67,36,-66,55,-38,-69,96,76,-50,4,56,-2,48,50,30,63,-50,-40,19,-86,96,45,-61,40,99,53,59,87,64,53,-82,-36,14,-25,65,43,53,76,-38,-1,30,86,1,93,16,77,-19,58,2,-38,-87,-27,-1
13,28,-79,-51,-12,95,4,-43,-12,-46,77,-63,-19,4,42,12,74,88,-5,-64,-88,72,-28,-85,23,-16,-95,-98,-37,-12,-68,10,74,58,58,-46,-15,68,37,-88,56,-23,74,-29,14,61,34,39,78,90,-92,48,-72,55,-76,80,4,91,-59,-23,40,46,67,87,-97,87,0,-54,-35,-9,98,13,-77,-46,18,27,-93,94,76,6
